3.6590314192044193,3.0058925678222708,-0.0010018820249985405;2.7240132076821104,3.8311444039798968,1.8071173929835238
3.6754630548686813,3.0069081693793516,-0.0010020990368638204;2.722280113417152,3.8851220861323212,1.8319804586569126
3.6923737628716453,3.0080237364437417,-0.001001384841384196;2.7097050397942435,3.9135300304397647,1.7835648458119682
3.7087922199337764,3.0091790514852454,-0.0010014141034127635;2.712220067670401,3.9175741377723794,1.8305909783661065
3.725207518075485,3.0104047787025223,-0.0010013622433814214;2.6967085279362553,3.9978168181385576,1.8572569869667572
3.7421179149297257,3.0117412778263106,-0.0010014907838745667;2.713213138314578,3.9517552798396154,1.7921050755173482
3.7585270359610683,3.013109615298882,-0.0010017610784837754;2.7248284222394186,3.9336729162401176,1.814348540547385
3.774925380538495,3.0145469978505655,-0.0010019561145362815;2.694337403711948,4.009142493367313,1.8148564203585764
3.7917938711009738,3.016102761200297,-0.0010010814958545146;2.7347973386774767,3.9713833665280247,1.8527478766882783
3.8081674475926355,3.017694992584548,-0.0010014511995485205;2.7056525559507936,4.027898370968482,1.807051843054857
3.8245384524500623,3.0193655572168328,-0.0010013653275609824;2.693631242787755,4.070596757011642,1.9004053217248122
3.8414002563276637,3.021168447373429,-0.0010014442861075168;2.6837224942756754,4.093367559749603,1.8469367590891599
3.857759591749664,3.0229973235906775,-0.001001665392880085;2.678590933431476,4.114407900097356,1.8419165734579794
3.874106240967512,3.024902836113263,-0.0010018048937781472;2.683800698628219,4.088445359608133,1.8091950642044918
3.890926983214088,3.0269488971072382,-0.0010019665737084418;2.6792386013145935,4.119122161052909,1.8367738642286842
3.9072286494717585,3.0290237006542178,-0.0010016621777701774;2.6756410582722197,4.109949437435919,1.845599190762878
3.923536084053954,3.031187298876174,-0.0010013799083940372;2.669389347080301,4.07927879267999,1.8310137601447143
3.9403288215067556,3.0335070358876446,-0.0010014142953437485;2.6714007742093155,4.18189906360155,1.8542672770861617
3.9566175934171652,3.035846138474409,-0.0010015982224645982;2.6655565265780377,4.140978534999082,1.8784239698746386
3.972890196983709,3.0382701493814688,-0.001001639534189424;2.6572983074310788,4.198912328827268,1.8565671880843397
3.989636910611701,3.0408596167168893,-0.0010018925247671923;2.650276393636733,4.211624064904048,1.7729434040394034
4.005852626655861,3.04346733665206,-0.0010009735288131344;2.6592210694285523,4.14695538601062,1.8138262566825976
4.022073416258298,3.046175496779485,-0.0010014248736392034;2.6337598990069795,4.2359934711688965,1.8348321671561014
4.038771075975012,3.0490656926218773,-0.0010014015250411484;2.619714745613287,4.280849778974636,1.9100301100700503
4.0549629513864165,3.051967805190841,-0.0010015482379147726;2.6390595298781587,4.253921359024689,1.8197201569601873
4.071133573278334,3.0549636816081405,-0.0010014777262471672;2.6259938041285618,4.290336606863557,1.8175974836474242
4.087772229762366,3.0581524042449364,-0.001001749014096033;2.6290495571152315,4.302643159599091,1.8611740445563831
4.103887453564093,3.0613508363700332,-0.0010014796215728483;2.5996295127870073,4.370645106395387,1.8811373319468472
4.119980270164313,3.0646572790632542,-0.0010014643662864912;2.651139136111458,4.2697088922713125,1.8465420338289333
4.1365497914128575,3.0681763216670674,-0.001001404641668889;2.6337660312462052,4.333149152667207,1.8856257303384523
4.152611356447281,3.0716988627979074,-0.0010015138299647938;2.6110769710547954,4.412738617355015,1.8720357208670393
4.168645326425718,3.0753246839550905,-0.0010013662198975065;2.606607267514386,4.390458868870066,1.86864479503617
4.185136686007318,3.0791729109430297,-0.001001641200539534;2.593989772142106,4.423668483980465,1.844088699615583
4.2011139018002055,3.083023692437014,-0.0010018940568798061;2.584087442281081,4.4332808126012395,1.8837747161149763
4.2170412165509825,3.086987078076055,-0.001001257495806599;2.5669388260868806,4.388877247658142,1.8403999732956255
4.233441735752405,3.0911978776484466,-0.001001428776103156;2.5547013060004233,4.3694496236273785,1.8563197527921016
4.249330883071224,3.095402390210281,-0.0010015011351769791;2.53727634776765,4.480959083563673,1.8581442785016904
4.265184428105458,3.0997202701528233,-0.0010012824564931237;2.5356345781353076,4.442961522306318,1.8373760557596144
4.281480875488757,3.1042925060472952,-0.0010015249339154556;2.524167635880962,4.48189515884701,1.8290655075434503
4.297263879624573,3.1088585456075375,-0.0010017239606165268;2.54552265470171,4.44405883833832,1.8563601498485063
4.312993339406496,3.1135463899406544,-0.0010011446800877732;2.544640382423535,4.465602929179947,1.8501543182865767
4.3291649316382115,3.1185136854286593,-0.0010014688387522536;2.536858069848357,4.500632678264941,1.8276992644322556
4.344828793932386,3.1234657257864744,-0.0010015090028151485;2.5165922665641656,4.569394808177576,1.8739379868656334
4.360447020150058,3.128541677624218,-0.0010012226532250118;2.5437541247189106,4.549402324510569,1.8745908364700805
4.376490070910435,3.1339065881992743,-0.0010014295383417894;2.5349991526739823,4.580155460509848,1.8316337700615117
4.39201747534141,3.1392547726530093,-0.0010015925650263928;2.520305479253651,4.643693200196935,1.8774544570047733
4.4074945676085955,3.144739444323894,-0.0010019017789507818;2.509745792898837,4.674208652822494,1.8626099268588978
4.423368116130046,3.150530254448936,-0.001001444280361856;2.5021501823534273,4.698460182732396,1.904633773400285
4.438741072055494,3.156298500302228,-0.0010015473415426572;2.500589179596204,4.624709590823611,1.906329435042941
4.454055698562718,3.162201341261391,-0.0010012224959125432;2.4833746258421727,4.676823131080487,1.8727995267991506
4.46977252731003,3.168430293328895,-0.001001362047450341;2.4652006241088094,4.635218226482302,1.8133636721038804
4.484969660567339,3.1746299671046008,-0.0010014595825070562;2.4627548151031613,4.703892968058861,1.8996565536093801
4.50010645478235,3.180979694070198,-0.0010017217945418773;2.447873607516655,4.708026397122418,1.8339841105068797
4.515619463384072,3.187671834904613,-0.001001212016289308;2.4443499156422837,4.667563615861812,1.8485285189343186
4.530614092341114,3.1943241910350295,-0.0010016167357345673;2.4340460417555265,4.710364276316037,1.8851701885006562
4.545539816141989,3.2011237555809933,-0.0010012806654700543;2.4263260754222187,4.733921440297354,1.8791523955291989
4.560840057103637,3.208288858855955,-0.001001315730930187;2.4187773440099387,4.759040906436242,1.8750038762466343
4.575615670813273,3.215409957857979,-0.0010013537748973234;2.4410191962378627,4.735754174625075,1.9245012853448578
4.590315151585818,3.2226940220262033,-0.0010015804737302098;2.4233818408079424,4.770459213934974,1.893465647487146
4.605374498433874,3.2303662872502397,-0.0010019623062622537;2.406371177379024,4.807900000933408,1.8953747830506176
4.619884815275545,3.2379672744517562,-0.0010014943658364119;2.3927642409728187,4.841378195034115,1.916527829848006
4.634318277546304,3.2457328733707147,-0.0010014259224531419;2.3939057259505354,4.847919362425716,1.927760209362321
4.649091319467456,3.2539049575174044,-0.0010012893139706713;2.381800875214976,4.877756994304229,1.8860574857707053
4.663333870689579,3.262015615495311,-0.0010012851371397243;2.379328042586253,4.885153245350235,1.9057797258730607
4.677479344556233,3.2703011138045275,-0.0010014350861177503;2.3814260039053634,4.855845224590119,1.8678666335463658
4.691948870900044,3.2790187280780136,-0.001001778378467065;2.3737438861731537,4.9229114586026395,1.8760773834542819
4.705884077649005,3.2876363203401446,-0.001001929758698842;2.3705354271722756,4.894689231672572,1.9465015370775998
4.719725288268537,3.296376145035316,-0.0010016770242036385;2.36425836903573,4.89983449063822,1.9275653143618554
4.733835203596352,3.3056206916401907,-0.0010012884457953931;2.354864145774633,4.961902436679703,1.8789029980348406
4.747408665772103,3.314783596166188,-0.001001244708945876;2.354924370588834,4.89556395722513,1.8970415846578053
4.7608592825656455,3.324131733873242,-0.0010013347620820637;2.33617663477213,4.990973089044679,1.8956272636293379
4.774586547665546,3.3339552173717046,-0.0010016389047284129;2.3333964340508575,4.995751668335031,1.9238427132374238
4.787777420243732,3.3436680328253106,-0.0010020728121214635;2.304664984799381,5.066658265864279,1.948772674049937
4.800849356032731,3.353491242022745,-0.0010010115439687273;2.3295206137899376,5.031872839275077,1.9741488620003538
4.81413538429916,3.363857507073474,-0.0010013241781634194;2.3497860453644086,5.0133604915182595,1.9855397791906897
4.8268754329554975,3.3741243878776666,-0.0010012341441847927;2.374931844629416,4.990635736651785,1.9516587357737614
4.83946163912259,3.384584497751901,-0.0010012791937456904;2.3238747462615272,5.072788385223349,1.986508017087324
4.852265313762843,3.3955612569922784,-0.0010015075771866652;2.3301294268249384,5.0719756914564575,1.9451711978843504
4.864524686322535,3.4064008765497604,-0.0010016842724513003;2.3034969916350527,5.134769395632666,2.0095767017362536
4.876617471999103,3.4174192711972586,-0.0010018120722440176;2.328572423811621,5.086639580097364,1.971997940394999
4.888889100975264,3.428962904686256,-0.00100104639459642;2.3137439350954287,5.125994583837468,2.0056191262922822
4.900603271593263,3.440364649608609,-0.0010012745874858238;2.3060495658424194,5.120227646381235,1.968931116224092
4.912126079321499,3.4519630766120706,-0.0010012692458304315;2.2988244596391034,5.120307923970551,2.024471644907526
4.923794917514894,3.464115791134924,-0.0010014599374431332;2.277140063731115,5.164358950545202,1.9788160569269797
4.93491151075451,3.476093901835961,-0.0010010638070246207;2.2640641133479655,5.179747935025976,2.0089299263101155
4.945833417059186,3.4882614207448355,-0.0010015590473690522;2.248836793073391,5.180020850361233,1.9777957488643543
4.956775108389634,3.500826450898571,-0.0010009204174164822;2.237221485458369,5.200464803393834,2.019129862536625
4.967212882956741,3.513025324493773,-0.0010007895640377386;2.2219928813035503,5.21316447174017,1.9589299999500698
4.977768142813148,3.5254958927547206,-0.0010014101677722625;2.2482283904568114,5.157781586577648,2.060665371403078
4.988708255140397,3.5384858154623187,-0.0010015737095386452;2.2118885810344873,5.220135818831928,2.048568298793007
4.999294791672752,3.5511068380315036,-0.0010013185401353056;2.2176665546345404,5.223182100062588,2.004151037714371
5.009864118034557,3.5637504314585478,-0.0010016902407746706;2.260938297891294,5.201543570671746,2.105489089820845
5.020727548015609,3.5767996813189833,-0.0010019539142218925;2.2253818096596825,5.2489126337662215,2.0499774545640865
5.031235105759906,3.5894801284137445,-0.001001729590780931;2.2169688427339818,5.282781805015379,2.0982190857283745
5.04172133501496,3.6021917676151545,-0.0010014841493417165;2.1952559119645936,5.324721440837519,2.1181924932883107
5.052497927278061,3.6153146801210982,-0.0010015577546339076;2.237846319279817,5.275174142004089,2.0961235847459445
5.062925379738939,3.6280697026388338,-0.0010016057697107596;2.216040804321466,5.310445985343148,2.070701735003528
5.073326849365872,3.640843284949946,-0.0010016327068823536;2.202152514141265,5.328603062160975,2.0674878509542127
5.084018502541317,3.65403298227797,-0.0010018438346533765;2.194182604628289,5.3304401776034105,2.112066608059176
5.094353973948565,3.666849006650992,-0.0010012391437526774;2.1705435088965777,5.400161289111616,2.223461298746013
5.104666137436204,3.679700689649004,-0.001001510183055207;2.1754241545082658,5.320807202939522,2.1156751798032745
5.115258863902388,3.6929689570507347,-0.0010015352406763725;2.1606569645910936,5.328520667472254,2.11629000081045
5.125506508726893,3.7058701496197255,-0.0010017688726220025;2.138541626413596,5.360527554782299,2.0802486624058476
5.135720259156226,3.718786758396616,-0.00100164568608695;2.1302957742726747,5.37525581178924,2.1584170494395476
5.1462175938808254,3.7321293952931027,-0.001001744361385861;2.1391459454584765,5.349237220543932,2.1455065978003534
5.156363914454498,3.7450982214940023,-0.0010014015640941003;2.132642445124088,5.359961534695268,2.137640926190826
5.166477250331488,3.7580990452300567,-0.0010015309711144706;2.1615614573888675,5.333571638772529,2.1723619827160743
5.176863257385557,3.7715259509625922,-0.0010015275296353827;2.0884649324972013,5.410429872441439,2.1575527847480265
5.186907644388801,3.784585023360162,-0.001001741871376121;2.0949796109670094,5.413798749251427,2.1584996666327805
5.19691125113282,3.7976588218509524,-0.0010015142721435805;2.090875705044593,5.429220012092621,2.225345385946298
5.207189736111882,3.8111677618392763,-0.0010016759801301511;2.1269845875612177,5.404034287462707,2.1674124100047827
5.2171243467469886,3.824305864223251,-0.001001932734189817;2.1281392605823837,5.409789117399127,2.191112952815264
5.227013592848836,3.8374675621110046,-0.0010016803668581459;2.083332517492168,5.468412535698769,2.226262620417565
5.237166880812876,3.8510667862787242,-0.0010015279551640575;2.0806308511965916,5.4696635540922935,2.1852610579082157
5.246981855777167,3.864296554401168,-0.001001682132235348;2.0692284216726216,5.487753806979685,2.20010968110309
5.2567497103387,3.8775418593776254,-0.0010012082494645878;2.0533984685593127,5.520791204279713,2.2755796910631974
5.266781582224917,3.891230794226387,-0.0010016084030758758;2.0591105531481384,5.489430766407433,2.210299414690489
5.276474361562799,3.9045485644451303,-0.0010018384866145973;2.043463573068061,5.525909563178753,2.2792852239467516
5.286113602958564,3.917887440942495,-0.00100141902773139;2.0617076475246257,5.465167207028594,2.2327291023104996
5.296005682190013,3.9316746632064254,-0.001001542398541378;2.0288146670669,5.527240969620576,2.1979873926258446
5.3055617884981086,3.9450890322894434,-0.0010016438650587434;2.0471655040887082,5.489115185952911,2.299766321099762
5.315065241672896,3.9585211582752264,-0.0010010815239543357;2.026387510774084,5.511869341982874,2.30342894422303
5.3248184357966375,3.9724034878333816,-0.0010015409826914547;2.0347757516005838,5.504375708000487,2.282561668143696
5.334236862516514,3.9859141163029377,-0.0010017311000382369;2.014046137517536,5.5252250748461735,2.2551714804871494
5.343598466869452,3.9994491006062165,-0.0010013138062255691;2.0546304346908832,5.501502776799899,2.278772352238236
5.353194856833783,4.013437332519114,-0.0010015891417945975;2.0471245339506465,5.514484876608382,2.2813651909620676
5.362459209525755,4.027050598615313,-0.0010016250363855117;1.9808742048964716,5.571261482052908,2.3472743684786552
5.371665672209912,4.0406849148541015,-0.0010010923739715676;2.003535335076488,5.561541534508664,2.3048182543911997
5.381104378385625,4.054774454682607,-0.001001487544224331;2.002112313652799,5.569516404000876,2.3172365135352604
5.390213062978182,4.06849179042287,-0.0010016521022967566;2.0073911979984516,5.566057974065831,2.307948638880004
5.399263981699499,4.082242408543799,-0.0010019102922151808;2.018866288376297,5.5523703423716615,2.398967478466443
5.408525019193465,4.096442715387777,-0.0010016656031716746;2.003829737976755,5.561009947257925,2.4042643100980485
5.417460315511838,4.110269227877427,-0.0010016209444134588;1.9833975936020303,5.572886527610149,2.395337555741518
5.4263324857117805,4.124121079350098,-0.0010010209249000888;1.9920279694468561,5.525999662106491,2.356645945528485
5.43541618242243,4.138431651728925,-0.0010014227649253957;1.940186051462742,5.603771642169267,2.3846658453822878
5.444175240274252,4.152369705575353,-0.0010015725825789391;1.935353288265285,5.57469691533114,2.298528070851228
5.452871915947904,4.166346555102051,-0.0010018148063807367;1.9238937806224077,5.5770907285154285,2.320821600562669
5.461757819656132,4.180777406231408,-0.0010015450365020787;1.8933283610768243,5.620022590857207,2.431830448063848
5.470322494071473,4.194832372876968,-0.0010016401188377884;1.9339040846428093,5.580096695372484,2.391290967451979
5.478817402019718,4.208916066139152,-0.0010012055276416854;1.9048688904309874,5.607638010523672,2.374011996203998
5.487500967187039,4.223462024251251,-0.0010013734774643665;1.9429658943686925,5.600183790222044,2.448307003164302
5.4958652301558955,4.237634378077776,-0.001001487563429486;1.9876886807469767,5.592067794379251,2.4448151699185487
5.504159881947203,4.251849625845913,-0.0010017121477805258;2.021347342203864,5.593323023001497,2.467153863832596
5.512625639613326,4.266529807263198,-0.0010014841762313008;1.9458288168362965,5.64290039625702,2.4855571803839944
5.520770368928807,4.280824683169494,-0.001001684269853826;1.9525474081403718,5.652803488425339,2.516338063073244
5.528839050703175,4.295153430637651,-0.0010013971846318769;1.981366266927755,5.644246274231535,2.5432965317608516
5.537071271353872,4.309947989196727,-0.0010013875317782042;1.9615639604710584,5.656284071620986,2.525737358869423
5.544989779340561,4.324367376927671,-0.0010014232226581293;1.984594268637587,5.625964856612771,2.510008047478521
5.552829799620071,4.3388328437281425,-0.001001624975843187;1.937320349530889,5.671285911109577,2.5769698051218333
5.560822274657056,4.353779927047828,-0.0010019341717956813;1.9310820517022085,5.654098282956856,2.5309298483953286
5.568491480855743,4.368323315509133,-0.0010018478667497173;1.835938481079965,5.737524493403451,2.312506908132433
5.576078183499773,4.3829083166191545,-0.0010015921490430964;1.891069642306792,5.6151907582125355,2.5045052027668904
5.583801505429677,4.397964364895435,-0.0010014389383197556;1.8963313681098806,5.591255286073975,2.507105044062224
5.5912161964410085,4.412641909723176,-0.001001374154255951;1.8126019288212531,5.661503865775331,2.379939685066426
5.59854184993594,4.427367729546477,-0.0010015280767869672;1.861453913812278,5.591546019617794,2.5119599783082474
5.605995073947704,4.442587534758843,-0.00100180469592236;1.7826726391394236,5.647895140332298,2.529436241225393
5.613129779273294,4.457393920189232,-0.0010014390963648846;1.7063248650268052,5.69667817302991,2.616601600221194
5.620172394780019,4.472246346406905,-0.0010017139185740688;1.6304074978134127,5.7337340965996075,2.758404999096183
5.627321140389892,4.487573050150675,-0.0010014784396719136;1.5552217196497815,5.756689734925149,2.93212163132191
5.634166450768015,4.502516839737815,-0.0010013392271936636;1.4826381744384547,5.765460924422461,3.1105445715848052
5.640910561713112,4.517510117452743,-0.0010014373230712442;1.4146516132852995,5.762291641877562,3.265805907593578
5.6477526627791645,4.533008125787378,-0.0010017056379987357;1.3521337788311136,5.751047292315563,3.373290705543315
5.654286838769053,4.548092349314638,-0.0010019877932281387;1.2944785619979289,5.736165730130177,3.415094104418305
5.660710306351267,4.563209438066773,-0.0010018702327154218;1.240144753610879,5.721873245459436,3.382536000512442
5.6672099845768,4.578810756768319,-0.0010015232682295191;1.187604318738941,5.711857707810818,3.2773801421994264
5.673411990537649,4.594024419871321,-0.0010013228466938633;1.136164554589745,5.709134486687255,3.1115864167151446
5.679499043994164,4.609287854525767,-0.0010013746718021722;1.086303471014747,5.715804573273746,2.905631119537494
5.685650039929824,4.625065039316547,-0.0010016044238175953;1.0393607810827843,5.732725471073319,2.685631119537494
5.691501734950227,4.640424171230839,-0.0010019378820780404;0.9967110822507789,5.759401694566975,2.4796758223598436
5.69722872207852,4.655810626840875,-0.0010016994048072658;0.958838877358963,5.794318185880465,2.313882096875562
5.702996043730095,4.671687465187282,-0.0010015408930862876;0.9247717711480085,5.835552159316635,2.208726238562546
5.708470937207175,4.687168678498674,-0.0010013254027995862;0.8920525047514702,5.8812236762432315,2.1761681346566832
5.7138153838975025,4.7026986562090185,-0.0010013265724141442;0.8571515285541644,5.929467917159989,2.2179715335316734
5.719185039889367,4.718749288046459,-0.0010014936151826158;0.8161856258232756,5.978013873071442,2.3254563314814125
5.72426338414302,4.7343742513379246,-0.0010018347334005903;0.765856644007086,6.02383101439024,2.4807176674901865
5.729210879601893,4.750029078163206,-0.0010020395456267137;0.704369640318512,6.063386711553149,2.6591406077530824
5.7341542159481556,4.76617265458587,-0.0010017328940489477;0.6318289137815432,6.093680367035652,2.832857239978808
5.738807774839292,4.781910250569962,-0.0010013460605928053;0.5497285965012819,6.113583281864811,2.9746606388537975
5.743313614401971,4.797694158723004,-0.0010013010328134703;0.45981473674254825,6.124730690281773,3.061825997849596
5.747801070452077,4.8140033076627375,-0.0010014150406567716;0.36319972255847954,6.13160467592257,3.079302260766739
5.752005758687863,4.829876694261679,-0.00100172698625859;0.260501356017228,6.140979063649278,3.021825997849594
5.756059061761268,4.845779868379254,-0.0010018035687696762;0.15303791717548773,6.16090621261629,2.8946606388537934
5.76007382937713,4.862183926355417,-0.0010014410821123296;0.0442628884884852,6.1991190311564575,2.7128572399788045
5.763805688390707,4.878155216323608,-0.0010014100115623321;-0.0598430792583004,6.260901326693758,2.4991406077530782
5.767370448565485,4.894167283925999,-0.0010013030410781706;-0.1522869707570726,6.347309419745235,2.280717667490183
5.770868137012909,4.910705993357438,-0.001001366638570287;-0.22795873776361447,6.455052701209422,2.0854563314814096
5.774092570532033,4.926796421287355,-0.0010016127468720076;-0.2861380026461149,6.5783394557321,1.937971533531672
5.777147043353998,4.94290961631604,-0.0010014856757859965;-0.18313237245215308,7.110244275394776,-1.604984791208683
5.780108512134714,4.95950836761441,-0.0010018672419907088;-5.381046795891333,0.9033493824603385,1.3297964329716148
5.782794083180795,4.975670309024231,-0.0010014996004624362;-2.9232076792239923,3.9594541177399907,2.096961228959892
5.785292512158901,4.991871348890328,-0.001001332153674879;-2.996403268212395,3.9711926843937544,2.2113355029915303
5.78766937529024,5.008596020418074,-0.0010013454999268333;-3.0161480732371753,4.0210588970186025,2.332613863179505
5.7897844294320775,5.024857687231941,-0.0010015462674240819;-2.982253827284809,4.040299986472349,2.3855815161495686
5.791709203478187,5.041129976131028,-0.001001209889323243;-2.9649731512759825,4.084729740989311,2.393122793499099
5.793489052750846,5.057900811132636,-0.0010015865982547535;-2.9510305012665534,4.145174999607811,2.289573861195019
5.7950049972754485,5.074208194061149,-0.0010013470962397415;-2.9470549900164644,4.177602663933502,2.326003878292673
5.796309309828679,5.090536952454027,-0.0010014256005578988;-3.048296723857739,4.068506662171785,2.4385008430340127
5.797431853932013,5.10737930463825,-0.001001361497980361;-3.0155494512321512,4.034967450293279,2.353059709773193
5.79830626157059,5.123741632653119,-0.0010015304631193142;-3.037142158463332,4.022168549608386,2.385220303627982
5.798969195559304,5.140097703568189,-0.0010010260736473056;-3.063045535874985,4.031401260159826,2.3312438979938808
5.799425319297878,5.156949741064076,-0.0010014670097691879;-3.093958490586296,4.075335729285485,2.5265122192329006
5.799631235660553,5.1733222109568615,-0.0010016379747072902;-3.050547855388262,3.987841722858023,2.43876703173161
5.7996014946539445,5.189687877335867,-0.0010015174845255347;-3.08537951419684,4.013065409215423,2.472133357554286
5.799324046467188,5.206551184925159,-0.0010014304893970795;-3.150415108712161,4.076731388485332,2.525175700146531
5.798815184500894,5.2229144113295805,-0.0010015755764232886;-3.0891779330392075,4.019887798516694,2.572696234190734
